user_input,reference_contexts,query_style,source_file
¿Me podís explicar al tiro qué es un contrato de trabajo y cuándo se puede terminar la pega?,"['# CONTRATO DE TRABAJO\n\nEs el documento por medio del cual se estipulan las condiciones del trabajo, deberes y derechos del trabajador y del empleador, las cuales deben estar en comunión con las normativas legales vigentes en cada país. Este vínculo entre empleador y trabajador debe ser respetado por ambas partes, pudiendo poner fin a la relación en el caso de incumplimiento de una de las partes o por acuerdo previamente establecido.\n']",Colloquial Chileno Natural,BD1-00264
"Oye, cuéntame cómo son las contribuciones en Chile, cuántas cuotas pago al año y qué propiedades quedan exentas","['# CONTRIBUCIONES\n\nClase de tributo cuya base para gravarlo es la obtención por el sujeto pasivo (ciudadano receptor) de un beneficio o de un aumento de valor de sus bienes como consecuencia de la realización de obras públicas o del establecimiento o ampliación de servicios públicos. Ej.: En Chile, las contribuciones se deben pagar en cuatro cuotas al año y consideran las propiedades tanto urbanas como rurales. También existen propiedades que por su valor están exentas del pago de contribuciones.\n']",Colloquial Chileno Natural,BD1-00265
"Oye, ¿qué significa ser contribuyente y quién tiene que pagar impuestos?","['# CONTRIBUYENTE\n\nPersona que paga impuestos y que, con ello, contribuye al mantenimiento del Estado. En la práctica todos los individuos de una sociedad son contribuyentes: dado que existen impuestos indirectos, que se cargan sobre las mercancías o las transacciones, toda persona, en tanto consumidor, contribuye con una parte de su dinero a los ingresos fiscales. Ej., Es quien está obligado a soportar patrimonialmente el pago de los tributos (impuestos, tasas o contribuciones especiales) con el fin de financiar al Estado.\n']",Colloquial Chileno Natural,BD1-00266
"Si yo soy una empresa y quiero contratar un seguro a través de un corredor, ¿qué funciones tiene ese corredor y cómo me asistirá durante la vigencia del contrato?","['# CORREDOR DE SEGUROS\n\nPersona natural o jurídica, registrada como tal en la Superintendencia de Valores y Seguros (S.V.S.), que actúa como intermediario independiente en la contratación de seguros con cualquier entidad aseguradora, obligándose a asesorar a las partes, a ofrecerles a sus clientes las coberturas más convenientes a sus necesidades e intereses, a informarles sobre las condiciones del contrato y a asistir al asegurado durante toda la vigencia del mismo, especialmente en las modificaciones que eventualmente correspondan y al momento de producirse un siniestro.\n']",Caso Hipotético en Primera Persona,BD1-00267
"Oye, ¿qué gastos tengo que sumar cuando compro algo, como el tiempo o la plata de ir al centro?","['# COSTE DE TRANSACCIÓN\n\nSon los costos que se producen al hacer una compra de un bien o servicio, ya sea en tiempo o dinero. Ej. El pago de movilización para ir a comprar un regalo al centro comercial.\n']",Colloquial Chileno Natural,BD1-00268
"Oye, ¿me puedes explicar al tiro qué es el análisis costo‑beneficio y cómo se mide si algo sale exitoso o no?","['# COSTO – BENEFICIO\n\nProceso de análisis basado en el principio de obtener los mayores y mejores resultados al menor esfuerzo invertido, tanto por eficiencia técnica como por motivación humana. Se supone que todos los hechos y actos pueden evaluarse bajo esta lógica, aquellos dónde los beneficios superan el coste son exitosos, caso contrario fracasan.\n']",Colloquial Chileno Natural,BD1-00269
¿Me puedes explicar qué es el costo y los tipos que hay en una empresa?,"['# COSTO\n\nEs el valor medido en términos monetarios, del dinero pagado o demás bienes transferidos, acciones de capital emitidas, servicios hechos o la adquisición de un pasivo, a cambio de bienes o servicios recibidos o que se espera recibir. En la empresa, están relacionados directamente con los gastos que demanda la producción y se denominan fijos, variables, totales, medios y marginales.\n\nEn un sentido general, costo es lo que hay que entregar para conseguir algo, lo que es preciso pagar o sacrificar para obtenerlo, ya sea mediante la compra, el intercambio o la producción. Ej. Si se compra un cuaderno, el costo es el dinero que se paga por el cuaderno más otros gastos, como pudiera ser el transporte para ir a la tienda a comprarlo. En el caso de una empresa que produce esos mismos cuadernos, el costo corresponde a lo que se incurre en insumos para su producción: papel, tinta, el trabajo de las personas que los elaboraron, transporte, publicidad, entre otros.\n']",Colloquial Chileno Natural,BD1-00270
"Oye, ¿me puedes explicar qué es el costo de oportunidad y cómo se aplica en la vida diaria?","['# COSTO DE OPORTUNIDAD\n\nEs el costo alternativo de una inversión de recursos o el beneficio que se deja de percibir como resultado de una elección o decisión económica. Ej. Cuando se decide la edificación de un hospital, pudiendo haberse construido un colegio con los mismos recursos, el costo de oportunidad pasa a ser el colegio que no se erigió.\n\nEl costo de oportunidad se refiere a lo que se renuncia por consumir, hacer o producir algo. En la base de este concepto está la idea de escasez, ya que sólo tiene sentido valorar las diversas alternativas de acción que se presentan cuando los recursos disponibles –tiempo, dinero, materias primas, etc.- resultan escasos. Ej. Si se va al cine y la entrada cuesta $2.500, hay un costo de oportunidad de haber comprado otras cosas con ese dinero o haberlo ahorrado, y también hay un costo de oportunidad de haber hecho otra cosa en esas dos horas (estudiar, por ejemplo).\n']",Colloquial Chileno Natural,BD1-00271
kiero saber si vale la pena producir una unidad mas y como se calcula el costo extra,['# COSTO MARGINAL\n\nEs el aumento en el costo total al producir una unidad adicional. Ej. Cualquier empresa antes de decidir aumentar la producción debe conocer el costo marginal de las unidades extras que produce para ver si le es rentable.\n'],Mal redactado / Errores ortográficos,BD1-00272
¿Qué significa costo medio y cómo se calcula?,"['# COSTO MEDIO\n\nEs el resultado de dividir el costo total entre la producción, es decir, el promedio de los costos.\n']",Principiante / Educativo,BD1-00273
cmo calculo el costo total y q incluye?,"['# COSTO TOTAL\n\nEs la suma del costo fijo y el costo variable e incluye todos los insumos que se utilizan en el proceso productivo y los factores de la producción: tierra, trabajo y capital.\n']",Mal redactado / Errores ortográficos,BD1-00274
"Si yo pido un préstamo de 5 millones, ¿qué incluye el monto total que tendré que devolver?","['# COSTO TOTAL DEL CRÉDITO (CTC)\n\nRepresenta el monto total de dinero que se devolverá por haber pedido un préstamo e incluye todos los costos asociados al mismo, entre los cuales se encuentran el capital o dinero prestado, los intereses cobrados, los seguros contratados y gastos asociados.\n']",Caso Hipotético en Primera Persona,BD1-00275
"Si estoy armando el presupuesto de un crédito y tengo gastos que se cargan directamente al producto sin repartirlos, ¿cómo se llaman esos costos?","['# COSTOS DIRECTOS\n\nSon aquellos cargados al producto, fácilmente identificables y que no requieren ser prorrateados.\n']",Caso Hipotético en Primera Persona,BD1-00276
"Si mi negocio paga la renta del local, intereses del préstamo y sueldos de empleados, ¿se consideran costos fijos?","['# COSTOS FIJO\n\nSon aquellos cuyo total no varía a lo largo de un gran tramo de producción, como la renta de instalaciones, el pago de intereses por el crédito o los sueldos de los empleados.\n']",Caso Hipotético en Primera Persona,BD1-00277
¿Qué son los costos indirectos y cómo se calculan?,"['# COSTOS INDIRECTOS\n\nCostos de materiales, mano de obra indirecta y otros gastos de fabricación que no están incorporados directamente a un producto, por lo tanto, no son fácilmente identificables en éste y requieren ser prorrateados. Por ejemplo, el costo de la calefacción utilizada y la luz utilizada en la producción de bebidas constituye costos indirectos.\n']",Principiante / Educativo,BD1-00278
costos variables,"['# COSTOS VARIABLES\n\nSon los que se incrementan al aumentar la producción. Pueden ser la materia prima, energéticos necesarios para producir o los trabajadores extras que se contraten.\n']",Buscador de Palabras Clave,BD1-00279
¿Cómo puedo cotizar un producto o servicio para comparar precios y condiciones?,"['# COTIZAR\n\nConsiste en conocer el precio y las condiciones de un determinado producto o servicio, el que deberán respetar al momento de la compra. Al cotizar en distintos puntos de venta, se podrá comparar precios y condiciones tomando en consideración las condiciones de venta de lo que se desea adquirir, y así elegir informadamente la mejor opción de compra.\n']",Orientado a la Acción,BD1-00280
kiero saber q es el credito y como funciona,"['# CRÉDITO\n\nPréstamo de dinero que una entidad financiera (banco, tienda, supermercado, retail, caja de compensación, entre otras) otorga a su cliente, con el compromiso de que en el futuro, éste lo devuelva en forma gradual (mediante el pago de cuotas) o en un solo pago, y con un interés adicional que compensa al prestador por todo el tiempo que no tuvo ese dinero.\n\nSe llama así a las distintas maneras en que los bancos prestan dinero a sus clientes por un tiempo determinado. En un sentido estricto, crédito es la concesión de un permiso dado por una persona a otra para obtener la posesión de algo perteneciente a la primera sin tener que pagar en el momento de recibirlo; dicho en otros términos, el crédito es una transferencia de bienes, servicios o dinero efectivo por bienes, servicios o dinero a recibir en el futuro. Ej. Si se compra una casa y el Banco presta el dinero a 20 años, es un crédito a largo plazo.\n']",Mal redactado / Errores ortográficos,BD1-00281
"Oye, ¿qué es eso del crédito de consumo y cómo funciona?","['# CRÉDITO DE CONSUMO\n\nEs un préstamo de corto o mediano plazo, de libre disposición, en virtud del cual la empresa entrega una cantidad de dinero al consumidor y éste se obliga a pagarla en un plazo o número de cuotas determinado, incluyendo los intereses y costos establecidos en el contrato.\n']",Colloquial Chileno Natural,BD1-00282
kiero saber q es el credito hipotecario y como funciona,"['# CRÉDITO HIPOTECARIO\n\nEs un préstamo de mediano o largo plazo, para la construcción, adquisición, ampliación o reparación de una vivienda o de libre disposición, en virtud del cual la empresa entrega una cantidad de dinero al consumidor y éste se obliga a pagarla en un plazo o número de cuotas determinado, incluyendo los intereses y costos establecidos en el contrato. La entidad financiera asegura el pago a través de la constitución de una hipoteca sobre la vivienda adquirida u otra que lo garantice.\n']",Mal redactado / Errores ortográficos,BD1-00283
"Si me llega una oferta de crédito preaprobado, ¿qué implica y qué tengo que hacer para aceptarlo?","['# CRÉDITO PREAPROBADO\n\nEs una oferta de crédito a un consumidor cuyo riesgo ha sido previamente evaluado, con ciertas condiciones y plazos, donde el consumidor puede aceptar o rechazar el crédito. Requiere que el consumidor acepte formalmente el producto frente a la empresa.\n']",Caso Hipotético en Primera Persona,BD1-00284
